date month year variable value units
6/1/1954 6 1954 GGT -0.108 meters
7/1/1954 7 1954 GGT -0.118 meters
8/1/1954 8 1954 GGT -0.11 meters
9/1/1954 9 1954 GGT -0.143 meters
10/1/1954 10 1954 GGT -0.141 meters
11/1/1954 11 1954 GGT -0.107 meters
12/1/1954 12 1954 GGT -0.101 meters
1/1/1955 1 1955 GGT -0.138 meters
2/1/1955 2 1955 GGT -0.177 meters
3/1/1955 3 1955 GGT -0.133 meters
4/1/1955 4 1955 GGT -0.129 meters
5/1/1955 5 1955 GGT -0.106 meters
6/1/1955 6 1955 GGT -0.099 meters
7/1/1955 7 1955 GGT -0.139 meters
8/1/1955 8 1955 GGT -0.1 meters
9/1/1955 9 1955 GGT -0.125 meters
10/1/1955 10 1955 GGT -0.166 meters
11/1/1955 11 1955 GGT -0.156 meters
12/1/1955 12 1955 GGT -0.061 meters
1/1/1956 1 1956 GGT -0.013 meters
2/1/1956 2 1956 GGT -0.107 meters
3/1/1956 3 1956 GGT -0.169 meters
4/1/1956 4 1956 GGT -0.074 meters
5/1/1956 5 1956 GGT -0.051 meters
6/1/1956 6 1956 GGT -0.084 meters
7/1/1956 7 1956 GGT -0.084 meters
8/1/1956 8 1956 GGT -0.11 meters
9/1/1956 9 1956 GGT -0.128 meters
10/1/1956 10 1956 GGT -0.126 meters
11/1/1956 11 1956 GGT -0.141 meters
12/1/1956 12 1956 GGT -0.174 meters
1/1/1957 1 1957 GGT -0.114 meters
2/1/1957 2 1957 GGT -0.076 meters
3/1/1957 3 1957 GGT -0.099 meters
4/1/1957 4 1957 GGT -0.059 meters
5/1/1957 5 1957 GGT -0.002 meters
6/1/1957 6 1957 GGT -0.05 meters
7/1/1957 7 1957 GGT -0.036 meters
8/1/1957 8 1957 GGT -0.067 meters
9/1/1957 9 1957 GGT -0.024 meters
10/1/1957 10 1957 GGT -0.007 meters
11/1/1957 11 1957 GGT -0.025 meters
12/1/1957 12 1957 GGT -0.015 meters
1/1/1958 1 1958 GGT -0.025 meters
2/1/1958 2 1958 GGT 0.113 meters
3/1/1958 3 1958 GGT 0.05 meters
4/1/1958 4 1958 GGT 0.026 meters
5/1/1958 5 1958 GGT -0.023 meters
6/1/1958 6 1958 GGT -0.029 meters
7/1/1958 7 1958 GGT -0.054 meters
8/1/1958 8 1958 GGT -0.015 meters
9/1/1958 9 1958 GGT -0.018 meters
10/1/1958 10 1958 GGT 0.008 meters
11/1/1958 11 1958 GGT -0.058 meters
12/1/1958 12 1958 GGT -0.006 meters
1/1/1959 1 1959 GGT -0.016 meters
2/1/1959 2 1959 GGT 0.012 meters
3/1/1959 3 1959 GGT -0.121 meters
4/1/1959 4 1959 GGT -0.035 meters
5/1/1959 5 1959 GGT -0.1 meters
6/1/1959 6 1959 GGT -0.108 meters
7/1/1959 7 1959 GGT -0.045 meters
8/1/1959 8 1959 GGT -0.043 meters
9/1/1959 9 1959 GGT -0.048 meters
10/1/1959 10 1959 GGT -0.019 meters
11/1/1959 11 1959 GGT -0.064 meters
12/1/1959 12 1959 GGT -0.058 meters
1/1/1960 1 1960 GGT -0.068 meters
2/1/1960 2 1960 GGT -0.113 meters
3/1/1960 3 1960 GGT -0.114 meters
4/1/1960 4 1960 GGT -0.148 meters
5/1/1960 5 1960 GGT -0.161 meters
6/1/1960 6 1960 GGT -0.069 meters
7/1/1960 7 1960 GGT -0.1 meters
8/1/1960 8 1960 GGT -0.116 meters
9/1/1960 9 1960 GGT -0.091 meters
10/1/1960 10 1960 GGT -0.117 meters
11/1/1960 11 1960 GGT -0.083 meters
12/1/1960 12 1960 GGT -0.092 meters
1/1/1961 1 1961 GGT -0.083 meters
2/1/1961 2 1961 GGT -0.131 meters
3/1/1961 3 1961 GGT -0.108 meters
4/1/1961 4 1961 GGT -0.09 meters
5/1/1961 5 1961 GGT -0.148 meters
6/1/1961 6 1961 GGT -0.063 meters
7/1/1961 7 1961 GGT -0.069 meters
8/1/1961 8 1961 GGT -0.079 meters
9/1/1961 9 1961 GGT -0.073 meters
10/1/1961 10 1961 GGT -0.117 meters
11/1/1961 11 1961 GGT -0.077 meters
12/1/1961 12 1961 GGT -0.089 meters
1/1/1962 1 1962 GGT -0.114 meters
2/1/1962 2 1962 GGT -0.009 meters
3/1/1962 3 1962 GGT -0.096 meters
4/1/1962 4 1962 GGT -0.163 meters
5/1/1962 5 1962 GGT -0.1 meters
6/1/1962 6 1962 GGT -0.072 meters
7/1/1962 7 1962 GGT -0.066 meters
8/1/1962 8 1962 GGT -0.064 meters
9/1/1962 9 1962 GGT -0.052 meters
10/1/1962 10 1962 GGT 0.008 meters
11/1/1962 11 1962 GGT -0.074 meters
12/1/1962 12 1962 GGT -0.049 meters
1/1/1963 1 1963 GGT -0.077 meters
2/1/1963 2 1963 GGT 0 meters
3/1/1963 3 1963 GGT -0.114 meters
4/1/1963 4 1963 GGT -0.01 meters
5/1/1963 5 1963 GGT -0.045 meters
6/1/1963 6 1963 GGT -0.035 meters
7/1/1963 7 1963 GGT -0.057 meters
8/1/1963 8 1963 GGT -0.079 meters
9/1/1963 9 1963 GGT -0.045 meters
10/1/1963 10 1963 GGT -0.056 meters
11/1/1963 11 1963 GGT -0.01 meters
12/1/1963 12 1963 GGT -0.028 meters
1/1/1964 1 1964 GGT -0.08 meters
2/1/1964 2 1964 GGT -0.159 meters
3/1/1964 3 1964 GGT -0.16 meters
4/1/1964 4 1964 GGT -0.145 meters
5/1/1964 5 1964 GGT -0.112 meters
6/1/1964 6 1964 GGT -0.105 meters
7/1/1964 7 1964 GGT -0.145 meters
8/1/1964 8 1964 GGT -0.061 meters
9/1/1964 9 1964 GGT -0.055 meters
10/1/1964 10 1964 GGT -0.071 meters
11/1/1964 11 1964 GGT -0.055 meters
12/1/1964 12 1964 GGT -0.037 meters
1/1/1965 1 1965 GGT -0.022 meters
2/1/1965 2 1965 GGT -0.076 meters
3/1/1965 3 1965 GGT -0.032 meters
4/1/1965 4 1965 GGT 0.011 meters
5/1/1965 5 1965 GGT -0.124 meters
6/1/1965 6 1965 GGT -0.066 meters
7/1/1965 7 1965 GGT -0.091 meters
8/1/1965 8 1965 GGT -0.052 meters
9/1/1965 9 1965 GGT -0.03 meters
10/1/1965 10 1965 GGT -0.044 meters
11/1/1965 11 1965 GGT 0.071 meters
12/1/1965 12 1965 GGT 0.067 meters
1/1/1966 1 1966 GGT -0.022 meters
2/1/1966 2 1966 GGT -0.079 meters
3/1/1966 3 1966 GGT -0.111 meters
4/1/1966 4 1966 GGT -0.014 meters
5/1/1966 5 1966 GGT -0.036 meters
6/1/1966 6 1966 GGT -0.06 meters
7/1/1966 7 1966 GGT -0.072 meters
8/1/1966 8 1966 GGT -0.043 meters
9/1/1966 9 1966 GGT -0.082 meters
10/1/1966 10 1966 GGT -0.062 meters
11/1/1966 11 1966 GGT 0.004 meters
12/1/1966 12 1966 GGT -0.043 meters
1/1/1967 1 1967 GGT -0.041 meters
2/1/1967 2 1967 GGT -0.082 meters
3/1/1967 3 1967 GGT -0.02 meters
4/1/1967 4 1967 GGT -0.007 meters
5/1/1967 5 1967 GGT -0.045 meters
6/1/1967 6 1967 GGT -0.017 meters
7/1/1967 7 1967 GGT -0.048 meters
8/1/1967 8 1967 GGT -0.046 meters
9/1/1967 9 1967 GGT -0.042 meters
10/1/1967 10 1967 GGT -0.083 meters
11/1/1967 11 1967 GGT 0.013 meters
12/1/1967 12 1967 GGT -0.085 meters
1/1/1968 1 1968 GGT -0.059 meters
2/1/1968 2 1968 GGT -0.006 meters
3/1/1968 3 1968 GGT -0.038 meters
4/1/1968 4 1968 GGT -0.093 meters
5/1/1968 5 1968 GGT -0.084 meters
6/1/1968 6 1968 GGT -0.05 meters
7/1/1968 7 1968 GGT -0.066 meters
8/1/1968 8 1968 GGT -0.058 meters
9/1/1968 9 1968 GGT -0.048 meters
10/1/1968 10 1968 GGT -0.068 meters
11/1/1968 11 1968 GGT -0.061 meters
12/1/1968 12 1968 GGT -0.046 meters
1/1/1969 1 1969 GGT 0.094 meters
2/1/1969 2 1969 GGT 0.134 meters
3/1/1969 3 1969 GGT -0.023 meters
4/1/1969 4 1969 GGT -0.029 meters
5/1/1969 5 1969 GGT -0.054 meters
6/1/1969 6 1969 GGT -0.054 meters
7/1/1969 7 1969 GGT -0.054 meters
8/1/1969 8 1969 GGT -0.049 meters
9/1/1969 9 1969 GGT -0.033 meters
10/1/1969 10 1969 GGT -0.025 meters
11/1/1969 11 1969 GGT 0.016 meters
12/1/1969 12 1969 GGT 0.015 meters
1/1/1970 1 1970 GGT 0.036 meters
2/1/1970 2 1970 GGT -0.006 meters
3/1/1970 3 1970 GGT -0.011 meters
4/1/1970 4 1970 GGT -0.138 meters
5/1/1970 5 1970 GGT -0.087 meters
6/1/1970 6 1970 GGT -0.087 meters
7/1/1970 7 1970 GGT -0.078 meters
8/1/1970 8 1970 GGT -0.088 meters
9/1/1970 9 1970 GGT -0.079 meters
10/1/1970 10 1970 GGT -0.053 meters
11/1/1970 11 1970 GGT 0.001 meters
12/1/1970 12 1970 GGT 0.015 meters
1/1/1971 1 1971 GGT -0.095 meters
2/1/1971 2 1971 GGT -0.183 meters
3/1/1971 3 1971 GGT -0.188 meters
4/1/1971 4 1971 GGT -0.117 meters
5/1/1971 5 1971 GGT -0.087 meters
6/1/1971 6 1971 GGT -0.096 meters
7/1/1971 7 1971 GGT -0.091 meters
8/1/1971 8 1971 GGT -0.055 meters
9/1/1971 9 1971 GGT -0.039 meters
10/1/1971 10 1971 GGT -0.074 meters
11/1/1971 11 1971 GGT -0.074 meters
12/1/1971 12 1971 GGT -0.085 meters
1/1/1972 1 1972 GGT -0.102 meters
2/1/1972 2 1972 GGT -0.079 meters
3/1/1972 3 1972 GGT -0.09 meters
4/1/1972 4 1972 GGT -0.071 meters
5/1/1972 5 1972 GGT -0.051 meters
6/1/1972 6 1972 GGT -0.017 meters
7/1/1972 7 1972 GGT -0.045 meters
8/1/1972 8 1972 GGT -0.006 meters
9/1/1972 9 1972 GGT -0.021 meters
10/1/1972 10 1972 GGT 0.066 meters
11/1/1972 11 1972 GGT 0.08 meters
12/1/1972 12 1972 GGT 0.073 meters
1/1/1973 1 1973 GGT 0.051 meters
2/1/1973 2 1973 GGT 0.11 meters
3/1/1973 3 1973 GGT -0.054 meters
4/1/1973 4 1973 GGT -0.135 meters
5/1/1973 5 1973 GGT -0.081 meters
6/1/1973 6 1973 GGT -0.057 meters
7/1/1973 7 1973 GGT -0.097 meters
8/1/1973 8 1973 GGT -0.076 meters
9/1/1973 9 1973 GGT -0.131 meters
10/1/1973 10 1973 GGT -0.089 meters
11/1/1973 11 1973 GGT -0.089 meters
12/1/1973 12 1973 GGT -0.064 meters
1/1/1974 1 1974 GGT -0.01 meters
2/1/1974 2 1974 GGT -0.119 meters
3/1/1974 3 1974 GGT 0.023 meters
4/1/1974 4 1974 GGT -0.01 meters
5/1/1974 5 1974 GGT -0.069 meters
6/1/1974 6 1974 GGT -0.032 meters
7/1/1974 7 1974 GGT -0.072 meters
8/1/1974 8 1974 GGT -0.064 meters
9/1/1974 9 1974 GGT -0.03 meters
10/1/1974 10 1974 GGT -0.038 meters
11/1/1974 11 1974 GGT -0.04 meters
12/1/1974 12 1974 GGT -0.085 meters
1/1/1975 1 1975 GGT -0.135 meters
2/1/1975 2 1975 GGT -0.07 meters
3/1/1975 3 1975 GGT -0.032 meters
4/1/1975 4 1975 GGT -0.026 meters
5/1/1975 5 1975 GGT -0.106 meters
6/1/1975 6 1975 GGT -0.069 meters
7/1/1975 7 1975 GGT -0.084 meters
8/1/1975 8 1975 GGT -0.079 meters
9/1/1975 9 1975 GGT -0.076 meters
10/1/1975 10 1975 GGT -0.096 meters
11/1/1975 11 1975 GGT -0.131 meters
12/1/1975 12 1975 GGT -0.153 meters
1/1/1976 1 1976 GGT -0.123 meters
2/1/1976 2 1976 GGT -0.079 meters
3/1/1976 3 1976 GGT -0.136 meters
4/1/1976 4 1976 GGT -0.068 meters
5/1/1976 5 1976 GGT -0.075 meters
6/1/1976 6 1976 GGT -0.084 meters
7/1/1976 7 1976 GGT 0.013 meters
8/1/1976 8 1976 GGT -0.009 meters
9/1/1976 9 1976 GGT -0.006 meters
10/1/1976 10 1976 GGT -0.016 meters
11/1/1976 11 1976 GGT -0.006 meters
12/1/1976 12 1976 GGT 0 meters
1/1/1977 1 1977 GGT -0.05 meters
2/1/1977 2 1977 GGT -0.146 meters
3/1/1977 3 1977 GGT -0.203 meters
4/1/1977 4 1977 GGT -0.166 meters
5/1/1977 5 1977 GGT -0.133 meters
6/1/1977 6 1977 GGT -0.093 meters
7/1/1977 7 1977 GGT -0.115 meters
8/1/1977 8 1977 GGT -0.067 meters
9/1/1977 9 1977 GGT -0.042 meters
10/1/1977 10 1977 GGT -0.062 meters
11/1/1977 11 1977 GGT -0.064 meters
12/1/1977 12 1977 GGT -0.028 meters
1/1/1978 1 1978 GGT 0.09 meters
2/1/1978 2 1978 GGT 0.024 meters
3/1/1978 3 1978 GGT 0.074 meters
4/1/1978 4 1978 GGT 0.041 meters
5/1/1978 5 1978 GGT -0.042 meters
6/1/1978 6 1978 GGT -0.127 meters
7/1/1978 7 1978 GGT -0.094 meters
8/1/1978 8 1978 GGT -0.058 meters
9/1/1978 9 1978 GGT -0.073 meters
10/1/1978 10 1978 GGT -0.032 meters
11/1/1978 11 1978 GGT -0.034 meters
12/1/1978 12 1978 GGT -0.104 meters
1/1/1979 1 1979 GGT 0.005 meters
2/1/1979 2 1979 GGT -0.04 meters
3/1/1979 3 1979 GGT -0.014 meters
4/1/1979 4 1979 GGT -0.078 meters
5/1/1979 5 1979 GGT -0.051 meters
6/1/1979 6 1979 GGT -0.087 meters
7/1/1979 7 1979 GGT -0.091 meters
8/1/1979 8 1979 GGT -0.076 meters
9/1/1979 9 1979 GGT -0.064 meters
10/1/1979 10 1979 GGT -0.041 meters
11/1/1979 11 1979 GGT -0.07 meters
12/1/1979 12 1979 GGT -0.023 meters
1/1/1980 1 1980 GGT 0.057 meters
2/1/1980 2 1980 GGT 0.122 meters
3/1/1980 3 1980 GGT 0.017 meters
4/1/1980 4 1980 GGT -0.053 meters
5/1/1980 5 1980 GGT -0.048 meters
6/1/1980 6 1980 GGT -0.054 meters
7/1/1980 7 1980 GGT -0.072 meters
8/1/1980 8 1980 GGT -0.015 meters
9/1/1980 9 1980 GGT -0.039 meters
10/1/1980 10 1980 GGT -0.053 meters
11/1/1980 11 1980 GGT -0.089 meters
12/1/1980 12 1980 GGT -0.04 meters
1/1/1981 1 1981 GGT -0.01 meters
2/1/1981 2 1981 GGT -0.076 meters
3/1/1981 3 1981 GGT -0.041 meters
4/1/1981 4 1981 GGT -0.065 meters
5/1/1981 5 1981 GGT -0.057 meters
6/1/1981 6 1981 GGT -0.09 meters
7/1/1981 7 1981 GGT -0.051 meters
8/1/1981 8 1981 GGT -0.085 meters
9/1/1981 9 1981 GGT -0.091 meters
10/1/1981 10 1981 GGT -0.05 meters
11/1/1981 11 1981 GGT 0.01 meters
12/1/1981 12 1981 GGT -0.021 meters
1/1/1982 1 1982 GGT -0.019 meters
2/1/1982 2 1982 GGT -0.034 meters
3/1/1982 3 1982 GGT 0.077 meters
4/1/1982 4 1982 GGT 0.066 meters
5/1/1982 5 1982 GGT 0.037 meters
6/1/1982 6 1982 GGT 0.014 meters
7/1/1982 7 1982 GGT -0.03 meters
8/1/1982 8 1982 GGT -0.012 meters
9/1/1982 9 1982 GGT 0.061 meters
10/1/1982 10 1982 GGT 0.054 meters
11/1/1982 11 1982 GGT 0.187 meters
12/1/1982 12 1982 GGT 0.11 meters
1/1/1983 1 1983 GGT 0.188 meters
2/1/1983 2 1983 GGT 0.244 meters
3/1/1983 3 1983 GGT 0.26 meters
4/1/1983 4 1983 GGT 0.151 meters
5/1/1983 5 1983 GGT 0.101 meters
6/1/1983 6 1983 GGT 0.102 meters
7/1/1983 7 1983 GGT 0.098 meters
8/1/1983 8 1983 GGT 0.105 meters
9/1/1983 9 1983 GGT 0.171 meters
10/1/1983 10 1983 GGT 0.112 meters
11/1/1983 11 1983 GGT 0.116 meters
12/1/1983 12 1983 GGT 0.094 meters
1/1/1984 1 1984 GGT 0.029 meters
2/1/1984 2 1984 GGT -0.043 meters
3/1/1984 3 1984 GGT -0.023 meters
4/1/1984 4 1984 GGT -0.078 meters
5/1/1984 5 1984 GGT -0.066 meters
6/1/1984 6 1984 GGT -0.008 meters
7/1/1984 7 1984 GGT 0.05 meters
8/1/1984 8 1984 GGT 0.038 meters
9/1/1984 9 1984 GGT 0.073 meters
10/1/1984 10 1984 GGT -0.029 meters
11/1/1984 11 1984 GGT 0.043 meters
12/1/1984 12 1984 GGT 0.009 meters
1/1/1985 1 1985 GGT -0.041 meters
2/1/1985 2 1985 GGT -0.101 meters
3/1/1985 3 1985 GGT -0.099 meters
4/1/1985 4 1985 GGT -0.05 meters
5/1/1985 5 1985 GGT -0.091 meters
6/1/1985 6 1985 GGT -0.026 meters
7/1/1985 7 1985 GGT -0.045 meters
8/1/1985 8 1985 GGT -0.064 meters
9/1/1985 9 1985 GGT -0.012 meters
10/1/1985 10 1985 GGT -0.038 meters
11/1/1985 11 1985 GGT -0.034 meters
12/1/1985 12 1985 GGT -0.052 meters
1/1/1986 1 1986 GGT -0.019 meters
2/1/1986 2 1986 GGT 0.119 meters
3/1/1986 3 1986 GGT 0.108 meters
4/1/1986 4 1986 GGT 0.005 meters
5/1/1986 5 1986 GGT -0.033 meters
6/1/1986 6 1986 GGT -0.044 meters
7/1/1986 7 1986 GGT -0.014 meters
8/1/1986 8 1986 GGT -0.012 meters
9/1/1986 9 1986 GGT -0.006 meters
10/1/1986 10 1986 GGT 0.002 meters
11/1/1986 11 1986 GGT 0.004 meters
12/1/1986 12 1986 GGT 0.027 meters
1/1/1987 1 1987 GGT -0.077 meters
2/1/1987 2 1987 GGT -0.021 meters
3/1/1987 3 1987 GGT -0.029 meters
4/1/1987 4 1987 GGT -0.068 meters
5/1/1987 5 1987 GGT 0.025 meters
6/1/1987 6 1987 GGT -0.035 meters
7/1/1987 7 1987 GGT -0.011 meters
8/1/1987 8 1987 GGT 0.029 meters
9/1/1987 9 1987 GGT -0.012 meters
10/1/1987 10 1987 GGT 0.011 meters
11/1/1987 11 1987 GGT 0.025 meters
12/1/1987 12 1987 GGT -0.003 meters
1/1/1988 1 1988 GGT -0.065 meters
2/1/1988 2 1988 GGT -0.037 meters
3/1/1988 3 1988 GGT -0.057 meters
4/1/1988 4 1988 GGT 0.002 meters
5/1/1988 5 1988 GGT -0.075 meters
6/1/1988 6 1988 GGT -0.127 meters
7/1/1988 7 1988 GGT -0.078 meters
8/1/1988 8 1988 GGT -0.067 meters
9/1/1988 9 1988 GGT -0.061 meters
10/1/1988 10 1988 GGT -0.05 meters
11/1/1988 11 1988 GGT -0.095 meters
12/1/1988 12 1988 GGT -0.116 meters
1/1/1989 1 1989 GGT -0.172 meters
2/1/1989 2 1989 GGT -0.152 meters
3/1/1989 3 1989 GGT -0.05 meters
4/1/1989 4 1989 GGT -0.029 meters
5/1/1989 5 1989 GGT -0.045 meters
6/1/1989 6 1989 GGT -0.023 meters
7/1/1989 7 1989 GGT -0.042 meters
8/1/1989 8 1989 GGT 0.007 meters
9/1/1989 9 1989 GGT 0.003 meters
10/1/1989 10 1989 GGT -0.032 meters
11/1/1989 11 1989 GGT -0.013 meters
12/1/1989 12 1989 GGT 0.003 meters
1/1/1990 1 1990 GGT -0.041 meters
2/1/1990 2 1990 GGT -0.091 meters
3/1/1990 3 1990 GGT -0.081 meters
4/1/1990 4 1990 GGT 0.008 meters
5/1/1990 5 1990 GGT -0.011 meters
6/1/1990 6 1990 GGT -0.035 meters
7/1/1990 7 1990 GGT 0.001 meters
8/1/1990 8 1990 GGT 0.016 meters
9/1/1990 9 1990 GGT 0.009 meters
10/1/1990 10 1990 GGT -0.016 meters
11/1/1990 11 1990 GGT -0.046 meters
12/1/1990 12 1990 GGT -0.067 meters
1/1/1991 1 1991 GGT -0.089 meters
2/1/1991 2 1991 GGT -0.037 meters
3/1/1991 3 1991 GGT 0.007 meters
4/1/1991 4 1991 GGT -0.114 meters
5/1/1991 5 1991 GGT -0.115 meters
6/1/1991 6 1991 GGT -0.038 meters
7/1/1991 7 1991 GGT -0.017 meters
8/1/1991 8 1991 GGT -0.027 meters
9/1/1991 9 1991 GGT -0.003 meters
10/1/1991 10 1991 GGT 0.029 meters
11/1/1991 11 1991 GGT -0.031 meters
12/1/1991 12 1991 GGT 0.012 meters
1/1/1992 1 1992 GGT 0.014 meters
2/1/1992 2 1992 GGT 0.146 meters
3/1/1992 3 1992 GGT 0.166 meters
4/1/1992 4 1992 GGT 0.054 meters
5/1/1992 5 1992 GGT 0.053 meters
6/1/1992 6 1992 GGT 0.026 meters
7/1/1992 7 1992 GGT 0.013 meters
8/1/1992 8 1992 GGT 0.019 meters
9/1/1992 9 1992 GGT -0.006 meters
10/1/1992 10 1992 GGT 0.051 meters
11/1/1992 11 1992 GGT 0.016 meters
12/1/1992 12 1992 GGT 0.036 meters
1/1/1993 1 1993 GGT 0.118 meters
2/1/1993 2 1993 GGT 0.131 meters
3/1/1993 3 1993 GGT 0.068 meters
4/1/1993 4 1993 GGT 0.005 meters
5/1/1993 5 1993 GGT 0.059 meters
6/1/1993 6 1993 GGT 0.038 meters
7/1/1993 7 1993 GGT 0.031 meters
8/1/1993 8 1993 GGT 0.013 meters
9/1/1993 9 1993 GGT -0.006 meters
10/1/1993 10 1993 GGT 0.026 meters
11/1/1993 11 1993 GGT 0.019 meters
12/1/1993 12 1993 GGT -0.028 meters
1/1/1994 1 1994 GGT -0.056 meters
2/1/1994 2 1994 GGT -0.015 meters
3/1/1994 3 1994 GGT -0.047 meters
4/1/1994 4 1994 GGT -0.044 meters
5/1/1994 5 1994 GGT -0.039 meters
6/1/1994 6 1994 GGT -0.048 meters
7/1/1994 7 1994 GGT -0.014 meters
8/1/1994 8 1994 GGT -0.051 meters
9/1/1994 9 1994 GGT -0.052 meters
10/1/1994 10 1994 GGT -0.028 meters
11/1/1994 11 1994 GGT -0.055 meters
12/1/1994 12 1994 GGT -0.024 meters
1/1/1995 1 1995 GGT 0.164 meters
2/1/1995 2 1995 GGT 0.061 meters
3/1/1995 3 1995 GGT 0.172 meters
4/1/1995 4 1995 GGT 0.02 meters
5/1/1995 5 1995 GGT 0.025 meters
6/1/1995 6 1995 GGT -0.005 meters
7/1/1995 7 1995 GGT 0.004 meters
8/1/1995 8 1995 GGT 0.019 meters
9/1/1995 9 1995 GGT 0.018 meters
10/1/1995 10 1995 GGT -0.007 meters
11/1/1995 11 1995 GGT -0.043 meters
12/1/1995 12 1995 GGT -0.009 meters
1/1/1996 1 1996 GGT -0.055 meters
2/1/1996 2 1996 GGT 0.103 meters
3/1/1996 3 1996 GGT 0.056 meters
4/1/1996 4 1996 GGT -0.027 meters
5/1/1996 5 1996 GGT -0.002 meters
6/1/1996 6 1996 GGT -0.041 meters
7/1/1996 7 1996 GGT -0.011 meters
8/1/1996 8 1996 GGT -0.019 meters
9/1/1996 9 1996 GGT -0.005 meters
10/1/1996 10 1996 GGT -0.031 meters
11/1/1996 11 1996 GGT -0.051 meters
12/1/1996 12 1996 GGT 0.037 meters
1/1/1997 1 1997 GGT 0.143 meters
2/1/1997 2 1997 GGT -0.038 meters
3/1/1997 3 1997 GGT -0.036 meters
4/1/1997 4 1997 GGT -0.077 meters
5/1/1997 5 1997 GGT 0.003 meters
6/1/1997 6 1997 GGT 0.044 meters
7/1/1997 7 1997 GGT 0.028 meters
8/1/1997 8 1997 GGT 0.072 meters
9/1/1997 9 1997 GGT 0.057 meters
10/1/1997 10 1997 GGT 0.104 meters
11/1/1997 11 1997 GGT 0.208 meters
12/1/1997 12 1997 GGT 0.162 meters
1/1/1998 1 1998 GGT 0.185 meters
2/1/1998 2 1998 GGT 0.29 meters
3/1/1998 3 1998 GGT 0.108 meters
4/1/1998 4 1998 GGT 0.065 meters
5/1/1998 5 1998 GGT 0.063 meters
6/1/1998 6 1998 GGT 0.075 meters
7/1/1998 7 1998 GGT 0.028 meters
8/1/1998 8 1998 GGT 0.041 meters
9/1/1998 9 1998 GGT 0.047 meters
10/1/1998 10 1998 GGT -0.035 meters
11/1/1998 11 1998 GGT -0.02 meters
12/1/1998 12 1998 GGT -0.108 meters
1/1/1999 1 1999 GGT -0.07 meters
2/1/1999 2 1999 GGT -0.06 meters
3/1/1999 3 1999 GGT 0.006 meters
4/1/1999 4 1999 GGT -0.039 meters
5/1/1999 5 1999 GGT -0.057 meters
6/1/1999 6 1999 GGT -0.031 meters
7/1/1999 7 1999 GGT -0.025 meters
8/1/1999 8 1999 GGT -0.05 meters
9/1/1999 9 1999 GGT -0.031 meters
10/1/1999 10 1999 GGT -0.055 meters
11/1/1999 11 1999 GGT -0.053 meters
12/1/1999 12 1999 GGT -0.138 meters
1/1/2000 1 2000 GGT -0.094 meters
2/1/2000 2 2000 GGT 0.058 meters
3/1/2000 3 2000 GGT -0.005 meters
4/1/2000 4 2000 GGT -0.025 meters
5/1/2000 5 2000 GGT -0.038 meters
6/1/2000 6 2000 GGT 0.014 meters
7/1/2000 7 2000 GGT -0.034 meters
8/1/2000 8 2000 GGT -0.03 meters
9/1/2000 9 2000 GGT -0.01 meters
10/1/2000 10 2000 GGT -0.005 meters
11/1/2000 11 2000 GGT -0.07 meters
12/1/2000 12 2000 GGT -0.096 meters
1/1/2001 1 2001 GGT -0.057 meters
2/1/2001 2 2001 GGT -0.052 meters
3/1/2001 3 2001 GGT 0 meters
4/1/2001 4 2001 GGT -0.08 meters
5/1/2001 5 2001 GGT -0.003 meters
6/1/2001 6 2001 GGT -0.03 meters
7/1/2001 7 2001 GGT -0.013 meters
8/1/2001 8 2001 GGT -0.039 meters
9/1/2001 9 2001 GGT -0.013 meters
10/1/2001 10 2001 GGT -0.019 meters
11/1/2001 11 2001 GGT 0.014 meters
12/1/2001 12 2001 GGT -0.037 meters
1/1/2002 1 2002 GGT -0.059 meters
2/1/2002 2 2002 GGT -0.084 meters
3/1/2002 3 2002 GGT -0.052 meters
4/1/2002 4 2002 GGT -0.039 meters
5/1/2002 5 2002 GGT -0.062 meters
6/1/2002 6 2002 GGT -0.045 meters
7/1/2002 7 2002 GGT -0.004 meters
8/1/2002 8 2002 GGT -0.002 meters
9/1/2002 9 2002 GGT 0.017 meters
10/1/2002 10 2002 GGT 0.011 meters
11/1/2002 11 2002 GGT 0.056 meters
12/1/2002 12 2002 GGT 0.116 meters
1/1/2003 1 2003 GGT 0.02 meters
2/1/2003 2 2003 GGT 0.032 meters
3/1/2003 3 2003 GGT -0.074 meters
4/1/2003 4 2003 GGT 0.006 meters
5/1/2003 5 2003 GGT -0.028 meters
6/1/2003 6 2003 GGT -0.006 meters
7/1/2003 7 2003 GGT -0.027 meters
8/1/2003 8 2003 GGT 0.025 meters
9/1/2003 9 2003 GGT 0.007 meters
10/1/2003 10 2003 GGT 0.016 meters
11/1/2003 11 2003 GGT -0.012 meters
12/1/2003 12 2003 GGT 0.039 meters
1/1/2004 1 2004 GGT 0.018 meters
2/1/2004 2 2004 GGT 0 meters
3/1/2004 3 2004 GGT 0.018 meters
4/1/2004 4 2004 GGT -0.033 meters
5/1/2004 5 2004 GGT -0.02 meters
6/1/2004 6 2004 GGT -0.011 meters
7/1/2004 7 2004 GGT -0.009 meters
8/1/2004 8 2004 GGT -0.004 meters
9/1/2004 9 2004 GGT 0.032 meters
10/1/2004 10 2004 GGT 0.023 meters
11/1/2004 11 2004 GGT 0.008 meters
12/1/2004 12 2004 GGT 0.032 meters
1/1/2005 1 2005 GGT 0.08 meters
